Summary data collected by the Greenhouse Gas Reporting Program,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 8/12/2022,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab).,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Latest Reported Industry Type (subparts),Latest Reported Industry Type (sectors),2021 Total reported direct emissions,2020 Total reported direct emissions,2019 Total reported direct emissions,2018 Total reported direct emissions,2017 Total reported direct emissions,2016 Total reported direct emissions,2015 Total reported direct emissions,2014 Total reported direct emissions,2013 Total reported direct emissions,2012 Total reported direct emissions,2011 Total reported direct emissions
1005267,110071162475,CHUGACH - BELUGA RIVER POWER PLANT,Beluga,AK,99695,,KENAI PENINSULA BOROUGH,61.19,-151.04,221112,C,Power Plants,7728.33,23856.86,67019.448,44099.178,129783.574,87757.73,292756.01,707898.752,813080.704,1146868.194,1301239.71
1011165,110070082122,CHURCH Compressor Station,Springville,PA,18844,802 SR 3010,SUSQUEHANNA COUNTY,41.74,-75.93,213112,C,Petroleum and Natural Gas Systems,,,,,,,39539.952,44596.332,,,
1001667,110043811417,CI Power Cogeneration Plant,Camarillo,CA,93012,1947 West Potrero Road,VENTURA COUNTY,34.16,-118.99,611310,C,Other,6782.524,8867.416,6436.576,26195.2,82040.94,82659.788,78892.852,83129.736,98517.128,106957.796,106233.048
1008012,110071160518,CID RECYCLING & DISPOSAL FACILITY,CALUMET CITY,IL,60409,,COOK COUNTY,41.64,-87.57,562212,"C,HH",Waste,14393.996,12252.472,11882.472,14881.424,15053.004,15199.704,15998.016,16015.79,24460.674,34690.65283,38145.15321
1001992,110043812862,"CIG Station 5310 Kim, CO",Kim,CO,81049,90100 Highway 160,LAS ANIMAS,37.29,-103.45,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,,,,,,,,1310.596,1343.696,1867.446,17382.698
1010489,,"CIG Station 5320 Fort Lupton, CO",Ft. Lupton,CO,80261,15732 Weld County Road 16,,40.13,-104.76,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,18583.336,27789.152,33386.382,28005.298,34570.29,34430.836,44976.86,28099.562,,,
1002175,110071161387,"CIG Station 5440 Mocane, OK",Beaver,OK,73932,,BEAVER COUNTY,36.89,-100.40,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,38626.47,37238.62,49171.824,50159.316,53357.872,44724.758,47099.518,42687.156,43270.21,45829.506,47992.76
1001994,110071099587,"CIG Station 5560 Kit Carson, CO",EADS,CO,81036,3073 US HIGHWAY 287,KIOWA COUNTY,38.41,-102.76,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,12438.512,25318.568,26030.712,36167.52,28263.062,27299.57,26740.184,16881.4,29700.8,17891.494,31620.994
1008151,110071159988,"CIG Station 5610 Greasewood, CO",Rifle,CO,81650,5200 County Road 3,RIO BLANCO COUNTY,39.85,-108.11,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,10754.862,11092.566,25853.16,23626.322,16246.058,17303.104,31946.648,21225.982,20525.47,36753.02,31520.342
1002128,110043793614,"CIG Station 5660 Rawlins, WY",Sinclair,WY,82334,"230 CIG Plant Road,",CARBON COUNTY,41.70,-107.05,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,,11247.368,8998.526,13031.806,22138.774,44536.794,49390.676,77694.528,64249.234,47161.734,74125.586
1002193,110043781896,"CIG Station 5670 Laramie, WY",LARAMIE,WY,82070,176 Hunt Road,ALBANY COUNTY,41.44,-105.94,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,,,4268.342,16439.996,17828.846,8305.438,22785.294,26460.788,1129.4,9274.232,80621.7
1010556,110071159665,"CIG Station 5680 Wamsutter, WY",Wamsutter,WY,82336,49 CIG Road,SWEETWATER COUNTY,41.68,-107.99,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,18599.632,19530.578,45141.184,34481.872,37737.86,36326.764,32994.83,19962.132,26002.55,62175.336,
1002015,110043812880,"CIG Station 5690 Muddy Gap, WY",SINCLAIR,WY,82334,,CARBON,42.38,-107.43,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,,,,,,,7040.478,1154.198,11712.91,25626.862,30589.276
1002127,110071162421,"CIG Station 5850 Cheyenne, CO",CARR,CO,80612,65657 Highway 85,WELD COUNTY,40.91,-104.89,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,120112.542,61544.77,104535.662,82983.34,60242.232,112919.726,83162.04,57964.372,42621.46,91070.694,162880.842
1002061,110002961572,"CIG Station 5950 Watkins, CO",AURORA,CO,80019,24650 East Smith Road,ADAMS COUNTY,39.75,-104.70,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,55828.158,57120.85,58745.692,48608.83,46913.302,48545.038,43702.432,37705.024,42457.01,41196.46,49143.798
1002970,110000465041,CITGO CORPUS CHRISTI REFINERY - WEST PLANT,CORPUS CHRISTI,TX,78409,7350 INTERSTATE HWY. 37,NUECES COUNTY,27.81,-97.50,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",369360.552,470001.762,385528.51,388613.362,412417.762,406416.404,390771.57,322750.008,361070.3,330511.186,366896.79
1007965,110000505640,CITGO CORPUS CHRISTI REFINERY EAST PLANT,CORPUS CHRISTI,TX,78407,1801 NUECES BAY BLVD.,NUECES COUNTY,27.81,-97.43,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",824193.018,1071587.776,1131650.472,1237340.738,1197353.36,1169107.124,1246648.52,1229797.068,1186829.478,1162148.502,1146755.816
1002389,110070244347,CITGO PETROLEUM CORP - LAKE CHARLES MANUFACTURING COMPLEX,Westlake,LA,70665,4401 Hwy 108,CALCASIEU PARISH,30.19,-93.33,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",4194226.866,3333924.728,4703535.492,4895571.5,4681828.856,4652445.042,4723530.944,4792824.646,4587269.874,4370519.28,4511863.678
1003957,110070890904,CITRUS CO CENTRAL LANDFILL,LECANTO,FL,34460,230 W. GULF TO LAKE HIGHWAY,CITRUS COUNTY,28.93,-82.49,562212,HH,Waste,98348,95538,101394.75,95000.5,94327,93394.5,91044.5,109494.25,110499.5,92128.5,173076.5
1002184,110016751861,"CITRUS WORLD, INC.",LAKE WALES,FL,33853,20205 US HWY 27 S,POLK COUNTY,27.91,-81.60,311421,C,Other,58694.028,67670.096,61033.32,53612.848,51132.808,55526.04,57981.532,53473.848,62389.76,60977.43,76840.16
1007708,110014055501,CITY & COUNTY OF HONOLULU - WAIMANALO GULCH MSWLF,KAPOLEI,HI,96707,92-460 FARRINGTON HIGHWAY,HONOLULU COUNTY,21.34,-158.12,562212,HH,Waste,47607.5,25602.25,40273.5,44760.25,54244,48269,64600.75,59567.75,56762.25,51556.83768,43725
1005594,110060422760,CITY OF ALBEMARLE LANDFILL,ALBEMARLE,NC,28002,40592B Stony Gap Road,STANLY COUNTY,35.32,-80.17,562212,HH,Waste,59591.75,58443.25,57502.5,56408.25,54990.5,47650.5,33250,32373.75,31918.25,38017,37461.25
1006350,110030747654,CITY OF AMARILLO LANDFILL,AMARILLO,TX,79124,16250 BEZNER DR,POTTER COUNTY,35.23,-102.02,562212,HH,Waste,93302.5,93778.75,85905,79214,156988.25,153740.75,150148.25,146293,141697.25,138414,135425
1002757,110071161695,CITY OF BATON ROUGE/EBRP RENEWABLE ENERGY CENTER,BATON ROUGE,LA,70821,100 Thomas Road,EAST BATON ROUGE PARISH,30.55,-91.20,562212,HH,Waste,59247,62722.25,46322,36310.5,19746,93118.25,92395.75,80975.25,76836.75,82296.5,77084.5
1002065,110030493464,CITY OF BEAUMONT LANDFILL,BEAUMONT,TX,77705,5895 LAFIN DR,JEFFERSON COUNTY,30.04,-94.13,562212,HH,Waste,251792.75,242470.45,235082.25,229621.25,223568.75,219512.15,258454.45,255529.25,254870,253760.75,249651.25
1003987,110028112405,CITY OF BOZEMAN SANITARY LANDFILL,BOZEMAN,MT,59771,2143 STORY MILL ROAD,GALLATIN COUNTY,45.72,-111.03,562212,HH,Waste,,,,,,,,,,14194,14481
1004159,110043806049,CITY OF CHATTANOOGA BIRCHWOOD LANDFILL,HARRISON,TN,37341,9327 BIRCHWOOD PIKE,HAMILTON COUNTY,35.19,-85.08,562212,HH,Waste,51376.5,55279,48120.25,50770.25,54989.5,49164,42736.75,54199.25,68315.75,84344.25,124669.25
1006286,110071160983,CITY OF CHATTANOOGA SUMMIT LANDFILL,OOLTEWAH,TN,37363,4238 OLD WOODLAND DRIVE,HAMILTON COUNTY,35.05,-85.09,562212,HH,Waste,68741.75,73028,77154.75,80941.25,84834.25,94677.5,98064.5,103628,107443,137368,124953
1005318,110071161060,CITY OF CONWAY LANDFILL & MRF,CONWAY,AR,72032,4550 64 HWY W,CONWAY COUNTY,35.33,-92.76,562212,HH,Waste,96772.75,97806.75,98828.25,99921.75,101003,102576.5,103532.25,104341,104704.75,104790,105754
1002351,110034710436,CITY OF CORSICANA LANDFILL,CORSICANA,TX,75110,2050 Jester Drive,NAVARRO COUNTY,32.10,-96.42,562212,HH,Waste,100865,99634.25,99278.75,82766,81359,80163,95174,93514.25,91992.5,89955,88632.5
1000372,110043814673,CITY OF DENTON LANDFILL,DENTON,TX,76208,1527 S MAYHILL RD,DENTON COUNTY,33.19,-97.09,562212,HH,Waste,91216.5,92455,87172.5,75925.25,57928.75,62071.25,45429.25,52011.5,33502,32675,42575
1007078,110001503472,CITY OF DURHAM SANITARY LANDFILL,DURHAM,NC,27704,2115 EAST CLUB BLVD,DURHAM,36.03,-78.86,562212,HH,Waste,,,,,,,,,12067.5,9910,12311.25
1007276,110034627367,CITY OF EDINBURG LANDFILL,EDINBURG,TX,78539,900 E ENCINITOS RD,HIDALGO COUNTY,26.40,-98.13,562212,HH,Waste,106855.25,208775.5,317151,366054.25,429321,337507.25,98260.75,100174.25,128442,141305.5,119455
1003979,110043814398,CITY OF ELKO MUNICIPAL LANDFILL,ELKO,NV,89801,2200 PINION RD,ELKO COUNTY,40.84,-115.73,562212,"C,HH",Waste,36925.2,35791.5,34613.8,33423.6,32378.4,31295.9,30267.8,29041.95,27657.05,26134.45,24761.5
1001614,110001505176,CITY OF FARGO LANDFILL,FARGO,ND,58102,4501 7TH AVENUE NORTH,CASS COUNTY,46.88,-96.87,562212,HH,Waste,171701.5,126640.25,205665,100453,68124.25,113209,128548.5,203827.5,106778,67032.75,53390.5
1004132,110043816136,CITY OF FLAGSTAFF - CINDER LAKE LANDFILL,FLAGSTAFF,AZ,86004,6770 E. Landfill Road,COCONINO COUNTY,35.31,-111.52,562212,HH,Waste,96436.5,95557.5,94915.25,93964.25,77568,76745,79369.75,93623.5,91401.75,89475.5,87579
1006224,110043781921,CITY OF FORT WORTH SOUTHEAST LANDFILL,KENNEDALE,TX,76140,6288 Salt Road,TARRANT COUNTY,32.65,-97.24,562212,HH,Waste,142161,145158,128366,76426.25,59399.25,71829.5,123237.75,117230.75,144017.5,236407.4414,234784.9429
1007993,110013940833,CITY OF FRESNO LANDFILL,FRESNO,CA,93706,,Fresno,36.70,-119.83,562212,HH,Waste,,,,,,,,10946,12654.75,8474.75,21786
1000370,110015742829,CITY OF GARLAND CASTLE DRIVE LANDFILL,GARLAND,TX,75040,3637 CASTLE DR,DALLAS COUNTY,32.93,-96.58,562212,HH,Waste,57649.5,46753,63428.75,78864,78693.25,77014.5,101654.75,97296.25,64541.5,25275,25000
1003683,110002373486,CITY OF GLENDALE - LANDFILL,GLENDALE,AZ,85301,11480 WEST GLENDALE AVENUE,MARICOPA COUNTY,33.54,-112.30,562212,HH,Waste,60601.5,53848.25,126690.196,92514.718,87285.61,108601.766,63303.872,65892.084,51545.468,55763.864,49140.556
1000090,110070393975,CITY OF GRAND PRAIRIE LANDFILL,GRAND PRAIRIE,TX,75050,1102 MACARTHUR BLVD,DALLAS COUNTY,32.77,-96.96,562212,HH,Waste,104656,104260.75,126349,110920,117838,279405.25,262814.75,111119.25,107965.75,32250,30875
1006978,110009717039,CITY OF GREENSBORO WHITE STREET LANDFILL,GREENSBORO,NC,27405,2503 WHITE STREET,GUILFORD COUNTY,36.11,-79.72,562212,HH,Waste,156615,176907,179535.25,282115.75,279215.25,337242,304489.75,254689.5,277582.5,318875.544,208988.29
1007911,110020681341,CITY OF HARRISONBURG - RESOURCE RECOVERY FACILITY,HARRISONBURG,VA,22801,1630 DRIVER DRIVE,HARRISONBURG CITY,38.43,-78.86,562213,C,Waste,,,,,,,,10625.836,15832.106,14895.484,15439.546
1002340,110013947881,CITY OF LA GRANGE LANDFILL,LAGRANGE,GA,30241,2233 GREENVILLE ROAD,TROUP COUNTY,33.05,-84.96,562212,HH,Waste,10360.25,10316.5,65658.75,61739.25,53889,58758.75,51750,45631.75,44906.5,48923.75,38596.5
1003949,110020047858,CITY OF LOGAN LANDFILL,LOGAN,UT,84321,1400 WEST 200 NORTH,CACHE COUNTY,41.73,-111.89,562212,"C,HH",Waste,54487.25,60893,55776.6,63104.9,61792.3,60523.8,53422.5,52465.55,51427.9,68816.05,49334.1
1004868,110017397137,CITY OF LOMPOC SANITARY LANDFILL,LOMPOC,CA,93436,700 SOUTH AVALON ROAD,SANTA BARBARA COUNTY,34.63,-120.48,562212,HH,Waste,18679.5,17638.75,17824.5,13620.75,26649,35888.5,35581,35842,35670.75,35434,35160.75
1003865,110002025692,CITY OF MIDLAND MUNICIPAL SOLID WASTE FACILITY,MIDLAND,MI,48642,4311 E. ASHMAN ST.,MIDLAND COUNTY,43.63,-84.17,562212,"C,HH",Waste,145668.87,144479.568,153879.678,155013.74,172306.836,180984.182,187686.93,165242.9,189841.64,196502.596,196873.4
1005910,110001179714,CITY OF MOUNTAIN VIEW (SHORELINE LANDFILL),MOUNTAIN VIEW,CA,94043,2600 SHORELINE BLVD,SANTA CLARA COUNTY,37.43,-122.08,921190,"C,HH",Waste,,,,17235.434,16772.734,16404.782,19188.882,19686.732,21955.582,33585.394,91015.15
1003605,110071161287,CITY OF MUSCATINE LANDFILL,Blue Grass,IA,52726,3700 Highway 61,MUSCATINE COUNTY,41.48,-90.94,562212,"C,HH",Waste,42418,42368.5,42126.5,41753,41295.7,41053.7,40957.5,40848.2,40865.2,49112.6,49319.1
1004261,110071161804,CITY OF PHOENIX - SKUNK CREEK LANDFILL,PHOENIX,AZ,85027,3165 WEST HAPPY VALLEY ROAD,MARICOPA COUNTY,33.71,-112.13,562212,HH,Waste,22733.75,21815,53984,58016.75,55017,71009.75,61510.5,85000,52725,72175,45100
1006280,110002574633,CITY OF PHOENIX 27TH AVE LANDFILL,PHOENIX,AZ,85009,3060 S 27TH AVE,MARICOPA COUNTY,33.42,-112.12,562212,HH,Waste,11050,13287.25,25990.75,39581,56347.25,43258.75,48645,62575,46925,42650,26450
1000339,110012694209,CITY OF SANTA CRUZ SANITARY LANDFILL,SANTA CRUZ,CA,95060,605 DIMEO LANE,SANTA CRUZ,37.01,-122.12,562212,HH,Waste,,,,,,,,11367.75,6286.5,9903.75,10819.5
1002700,110030747672,CITY OF SNYDER LANDFILL,SNYDER,TX,79549,3621 S FM 1673,SCURRY COUNTY,32.68,-100.81,562212,HH,Waste,32904.5,32118.25,31625.25,31165.25,30250,29178.25,28039,26775,25596.5,24844.5,23788
1003386,110020050512,CITY OF SUNNYVALE SOLID WASTE,SUNNYVALE,CA,94089,301 Carl Road,SANTA CLARA COUNTY,37.42,-122.02,562212,"C,HH",Waste,,,,,,,,,1067.88,3499.286,12937.674
1007290,110013947854,CITY OF TIFTON / OMEGA / ELDORADO ROAD LF,TIFTON,GA,31794,"445 MITCHELL STORE RD, RT 6",TIFT COUNTY,31.36,-83.54,562212,HH,Waste,58890.75,56749.75,54097.25,52263.75,50366.25,48615.75,47032.25,45355.25,43623,50024,47869
1004828,110034134522,CITY OF UKIAH SOLID WASTE DISPOSAL SITE,UKIAH,CA,95482,"3100 VICHY SPRINGS ROAD, 3 MI SW OF UKIAH",MENDOCINO,39.17,-123.16,562212,HH,Waste,,,,,,,,22517.75,23390,24296,25237
1004364,110012694218,CITY OF WATSONVILLE LANDFILL,WATSONVILLE,CA,95076,730 SAN ANDREAS ROAD,SANTA CRUZ COUNTY,36.91,-121.83,562212,HH,Waste,815.75,1053.5,12897.75,542,8753.5,24075,23950,27150,5510.75,7884.5,13272.5
1007932,110001853628,CITY SAND & LANDFILL INC,SUMPTER TWP,MI,48111,46805 WILLOW RD,WAYNE COUNTY,42.11,-83.49,562212,HH,Waste,9217.75,13451.75,14324.25,11620.75,15162.25,13086.25,14779,13766.5,14894,21902.7155,23200
1006521,110059688949,CLARIFIER SOLIDS LANDFILL,ST. HELENS,OR,97051,,COLUMBIA,45.85,-122.88,322121,TT,Waste,,,,,,,13143,13679.25,14237.5,14818.5,6394.25
1006313,110010987833,CLARION BOARDS/CLARION PLT,SHIPPENVILLE,PA,16254,143 FIBERBOARD RD,CLARION COUNTY,41.23,-79.42,321219,C,Other,60968.734,60344.932,64806.74,,,,11934.324,11358.776,12852.412,13339.134,10365.956
1004759,110059691864,CLARK-FLOYD LANDFILL,BORDEN,IN,47106,14304 SR 60,CLARK COUNTY,38.46,-85.84,562212,HH,Waste,31796.75,27098,94288.75,138530.25,114042.25,23146.25,167028.5,154423.75,135828.75,92905.5,101560
1005065,110030750505,CLD LANDFILL,SALEM,OH,44460,9960 S RANGE RD,MAHONING COUNTY,40.95,-80.84,562212,HH,Waste,,,,,,,,,,9882.5,11720
1007791,110002151340,CLEAR AIR FORCE STATION,CLEAR AIR STATION,AK,99704,200 A Street Stop 1,DENALI BOROUGH,64.29,-149.16,221112,C,Power Plants,6159.998,5748.506,6706.392,4882.172,4953.818,6201.178,97758.962,89429.796,89909.13,86701.826,85954.5
1006867,110067040703,CLEAR LAKE PLANT,PASADENA,TX,77507,9502 BAYPORT BLVD.,HARRIS COUNTY,29.63,-95.06,325199,"C,P,X",Chemicals,771401.376,963979.428,1221281.048,696689.364,621491.624,618190.58,550639.88,453779.04,419030.104,475486.156,414040.632
1004705,110070148264,CLEARWATER PAPER CORP,LEWISTON,ID,83501,803 MILL RD,NEZ PERCE COUNTY,46.43,-116.97,322110,"AA,C,TT","Pulp and Paper,Waste",306325.968,359962.708,334050.232,256382.706,311694.832,314065.2,256814.51,237096.648,250429.566,282548.048,288457.482
1002708,110071161224,CLEARWATER PAPER CORP-CYPRESS BEND MILL,ARKANSAS CITY,AR,71630,5082 HIGHWAY 4-NORTH,DESHA COUNTY,33.71,-91.24,322130,"AA,C,TT","Pulp and Paper,Waste",221042.14,218719.506,217429.404,216322.126,205542.196,211900.382,217267.502,232827.292,217632.912,207662.98,208236.878
1005307,110071160176,CLEMSON UNIVERSITY,CLEMSON,SC,29634,"120 UNIVERSITY FAC, KLUGH AVENUE, BOX 345909",PICKENS COUNTY,34.69,-82.84,611310,C,Other,27061.648,28146.644,27043.948,26422.244,25439.904,24182.208,24103.706,26201.096,25878.652,23440.77,22540.42
1005825,110071162427,CLEVELAND COUNTY LANDFILL,SHELBY,NC,28152,"200 South Post Road, OFF AIRPORT",CLEVELAND COUNTY,35.30,-81.55,562212,HH,Waste,135704.75,132001.5,151973.5,120881,141833.25,139203,136612,133325.25,130501,127530.75,123578.25
1002202,110038502518,"CLEVELAND THERMAL, LLC",CLEVELAND,OH,44114,1921 HAMILTON AVE,CUYAHOGA COUNTY,41.51,-81.68,221330,C,Power Plants,55948.84,57705.632,65360.304,69537.788,64137.234,111563.3,141425.904,167199.398,171403.198,153615.63,167312.152
1003668,110005981928,CLEVELAND-CLIFFS PLATE LLC-COATESVILLE,COATESVILLE,PA,19320,139 MODENA RD,CHESTER COUNTY,39.98,-75.83,331110,"C,Q",Metals,149470.436,138018.384,147500.82,164158.812,175948.464,142944.02,157977.196,217869.304,208773.77,210959.244,239266.496
1003523,110000745007,CLEVELAND-CLIFFS PLATE LLC/CONSHOHOCKEN PLT,CONSHOHOCKEN,PA,19428,900 CONSHOHOCKEN RD,MONTGOMERY COUNTY,40.09,-75.32,331110,C,Metals,5696.728,6939.824,9111.416,31404.232,53719.848,44444.332,46801.924,69401.088,63451.462,63120.212,64347.208
1006325,110015682215,CLEVELAND-CLIFFS RIVERDALE LLC,RIVERDALE,IL,60827,13500 S PERRY AVE,COOK COUNTY,41.66,-87.63,331110,"C,Q",Metals,149832.092,151322.94,157859.628,158125.596,157221.288,151711.244,127749.124,151520.896,154181.05,144968.42,137432.12
1003403,110060497001,CLEVELAND-CLIFFS STEEL CORPORATION DEARBORN WORKS,DEARBORN,MI,48120,4001 MILLER RD,WAYNE COUNTY,42.30,-83.16,331110,"C,Q",Metals,1146388.758,832270.954,1224068.958,1385878.706,1240664.998,1515419.344,1440877.778,1465908.204,1575322.312,1496832.594,1469561.986
1006008,110039599912,CLEWISTON SUGAR HOUSE,CLEWISTON,FL,33440,1731 SOUTH WC OWEN AVENUE,HENDRY COUNTY,26.73,-80.94,311314,C,Other,44576.246,40355.11,39005.51,42310.294,41107.318,41662.416,37688.308,34238.768,36929.978,39894.036,31332.222
1005316,110054207443,CLINT LANDFILL,EL PASO,TX,79928,2300 DARRINGTON RD.,EL PASO COUNTY,31.60,-106.17,562212,HH,Waste,226817,224794.75,216548.5,196573.25,187800,180083.75,169940,164354.75,258431.25,261538.5,144601
1007960,110010414952,CLINTON CNTY SOLID W/WAYNE TWP LDFL,MCELHATTAN,PA,17748,264 Landfill Lane,CLINTON COUNTY,41.16,-77.35,562212,"C,HH",Waste,91871.45,81221,83794.65,63761.35,59628.698,55581.748,58618.45,60144.15,34728.948,54753.448,62942.5
1002242,110043805692,CLINTON COUNTY LANDFILL,FRANKFORT,IN,46041,2700 N. State Road 39,CLINTON COUNTY,40.33,-86.56,562212,"C,HH",Waste,55291.35,22299.45,12037.5,15706.998,56726,87850.1,141844,132853.15,116675.7,97541.2895,93522.7639
1005259,110004316348,CLINTON COUNTY REGIONAL LANDFILL,MORRISONVILLE,NY,12962,286 SAND RD,CLINTON COUNTY,44.69,-73.59,562212,"C,HH",Waste,21124.008,20248.304,18538.862,18761.908,16705.25,18086.55,17561.9,19033,21902.1,32601.3,35630.1
1002599,110017711742,CLINTON COUNTY SANITARY LANDFILL (EAST),CLINTON,IA,52732,4292 220TH ST,CLINTON COUNTY,41.86,-90.26,562212,"C,HH",Waste,38080.198,37319.148,36530.748,35964.098,35269.248,34622.4,33903.9,32687.15,32295.75,38772.65,38889.748
1007467,110041166001,CLINTON LANDFILL INC,CLINTON,IL,61727,9550 HERITAGE RD,DE WITT COUNTY,40.11,-88.96,562212,"C,HH",Waste,87884.75,119009.2,125071.25,119302.1,116764.25,97411.5,96538.5,98341.75,79310.5,80265.25,72072.5
1006557,110041035368,CLOVER FLAT LANDFILL,CALISTOGA,CA,94515,4380 SILVERADO TRAIL,NAPA COUNTY,38.58,-122.53,562212,"C,HH",Waste,,,,,,,,12019.172,19091,18808.5,18963.25
1004223,110022731098,CLOVIS REGIONAL SOLID WASTE FACILITY,CLOVIS,NM,88101,801 SOUTH NORRIS,CURRY COUNTY,34.39,-103.18,562212,HH,Waste,45437.5,44798,44114.25,43363.5,42552.25,41599.25,40097,38976,37772.25,43563.75,42422.25
1006906,110000373480,CMC STEEL TENNESSEE,KNOXVILLE,TN,37921,1919 TENNESSEE AVENUE,KNOX COUNTY,35.98,-83.96,331110,"C,Q",Metals,89981.36,101038.916,75125.592,90409.232,77028.952,76835.096,61832.312,62511.916,88808,71488.5,72008.908
1004038,110037377969,CMC Steel Arizona,Mesa,AZ,85212,11444 E Germann Rd,MARICOPA COUNTY,33.29,-111.59,331110,"C,Q",Metals,60956.792,59233.744,39493.04,39785.692,44495.844,50578.596,37104.988,45971.996,46960.196,42135.396,28416.796
1002216,110009072984,CMC Steel Florida,BALDWIN,FL,32234,16770 REBAR ROAD,DUVAL COUNTY,30.29,-81.98,331110,"C,Q",Metals,96233.808,99477.912,101401.688,80958.544,69762.012,70612.876,74121.068,71037.68,73404.028,76930.32,82506.416
1006708,110040971491,CMC Steel New Jersey,SAYREVILLE,NJ,08872,NORTH CROSSMAN ROAD,MIDDLESEX COUNTY,40.48,-74.32,331110,"C,Q",Metals,66529.116,56390.736,59135.58,64034.54,54017.612,56650.816,53447.892,51904.496,43451.808,45524.96,42998.764
1013215,110070126095,"CMC Steel Oklahoma, LLC",Durant,OK,74701,2253 E. Main Street,BRYAN COUNTY,34.00,-96.40,331110,"C,Q",Metals,44144.94,46472.092,41270.292,25228.392,,,,,,,
1005346,110000351887,CMC Steel SC,Cayce,SC,29033,310 New State Road,LEXINGTON COUNTY,33.96,-81.05,331110,"C,Q",Metals,104370.894,104345.812,96524.26,83377.71,104727.402,89942.266,120396.7,90699.44,117925.43,99366.122,120288.736
1005654,110013980870,COACHELLA VALLEY DISPOSAL SITE LANDFILL,COACHELLA,CA,92236,"87-011 44TH AVE LANDFILL RD, N",RIVERSIDE,33.68,-116.18,562212,HH,Waste,,,,,,,,2666.5,4048.25,4714,2477.25
1003646,110070724783,COASTAL PLAINS RECYCLING AND DISPOSAL FACILITY,ALVIN,TX,77511,21000 E HIGHWAY 6,BRAZORIA COUNTY,29.41,-95.20,562212,HH,Waste,59714.5,74605,89151.75,109364.5,97434.25,87948,90686.25,107280.75,110312.5,283566.3239,202625
1002980,110040977805,COBB STORAGE FIELD STATION 017,BUTTE,MT,59701,40 EAST BROADWAY,SILVER BOW COUNTY,46.01,-112.53,486210,"C,W-UNSTG",Petroleum and Natural Gas Systems,,,,,,,,0,,5498.038,12898.618
1002260,110071160848,"COE Bridgewater LLC c/o Thor Equities, LLC",BRIDGEWATER,NJ,08807,1021 ROUTE 202-206,SOMERSET COUNTY,40.63,-74.64,531210,C,Other,29961.488,30023.636,28782.736,30613.226,28682.09,26847.646,30837.674,29688.728,26961.948,29851.93,35260.566
1006186,110041647411,COFFEE LANDFILL,ELBA,AL,36323,7733 HIGHWAY 125,COFFEE COUNTY,31.51,-86.00,562212,HH,Waste,209650.75,187719.75,177438,155226.75,129802.25,116959.5,90508,83882,55948.5,59101.5,56296.5
1002170,110000579856,COFFEYVILLE RESOURCES NITROGEN FERT.,COFFEYVILLE,KS,67337,701 E. MARTIN,MONTGOMERY COUNTY,37.05,-95.61,325311,"C,G,PP,V","Chemicals,Suppliers of CO2",1674019.8,1689228.57,2085170.224,1973467.68,2065937.974,2111064.224,1798429.14,1986358.86,1913140.318,1531472.08,1528733.716
1007054,110071161152,COFFIN BUTTE LANDFILL,CORVALLIS,OR,97330,28972 COFFIN BUTTE ROAD,BENTON COUNTY,44.70,-123.22,562212,HH,Waste,40982,37863.25,31212,26029,30306,28365.5,29019.75,32108.5,29547.5,36740,45615
1006322,110001173989,COLD CANYON LANDFILL SOLID WASTE DS,SAN LUIS OBISPO,CA,93401,2268 CARPENTER CANYON ROAD,SAN LUIS OBISPO COUNTY,35.19,-120.60,562212,HH,Waste,32829,41506.25,37638.75,37794.75,41254.25,43534.5,61882.75,65690.25,14997.5,35255,47222.5
1006348,110020580771,COLES COUNTY LANDFILL,CHARLESTON,IL,61920,6351 W STATE ST,COLES COUNTY,39.50,-88.29,562212,HH,Waste,1237.75,,,,,,,,4047.5,11680,10717.5
1007719,110013762678,COLLUMS LUMBER MILL INCORPORATED,ALLENDALE,SC,29810,1723 BARNWELL ROAD,ALLENDALE,33.02,-81.31,321113,C,Other,,,,,,,2586.288,2739.33,861.172,864.21,918.7
1002510,110013981824,COLONIAL LANDFILL,SORRENTO,LA,70778,5328 HIGHWAY 70,ASCENSION PARISH,30.15,-90.87,562212,HH,Waste,39630,24840.75,24635.25,42711.25,27954.25,34009.75,49326.5,47546.75,24250,24227.5,27687.5
